City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Vrbas,RS,2023-01-19 22:10:19,45.5714,19.6408,36.82,80,100,7.18
281,Lata,PT,2023-01-19 22:10:20,40.1629,-8.3327,55.08,96,100,11.12
282,Florianopolis,BR,2023-01-19 22:11:20,-27.6146,-48.5012,74.62,86,75,11.5
283,Puerto Escondido,MX,2023-01-19 22:11:21,15.85,-97.0667,83.23,69,75,8.05
284,Portobelo,PA,2023-01-19 22:11:21,9.55,-79.65,84.96,79,98,9.73
285,Kangavar,IR,2023-01-19 22:11:22,34.5043,47.9653,29.89,76,2,1.52
286,Mandal,IN,2023-01-19 22:11:22,25.45,74.5667,49.91,45,10,4.38
287,Beipiao,CN,2023-01-19 22:11:23,41.7919,120.7792,4.75,31,0,13.06
288,Grindavik,IS,2023-01-19 22:11:23,63.8424,-22.4338,34.27,86,100,24.16
289,Cosala,MX,2023-01-19 22:11:24,24.4125,-106.6908,78.31,27,100,4.41
290,Clyde River,CA,2023-01-19 22:11:25,70.4692,-68.5914,-26.52,97,89,3.83
291,Severo-Kurilsk,RU,2023-01-19 22:11:25,50.6789,156.125,18.46,62,99,24.85
292,Bend,US,2023-01-19 22:06:35,44.0582,-121.3153,40.86,46,0,8.05
293,Necochea,AR,2023-01-19 22:10:15,-38.5473,-58.7368,79.27,56,33,21.47
294,Barreirinhas,BR,2023-01-19 22:11:26,-2.7469,-42.8264,76.42,83,99,2.06
295,Tiznit,MA,2023-01-19 22:11:27,29.5833,-9.5,56.59,42,0,3.87
296,Pizhanka,RU,2023-01-19 22:11:27,57.4604,48.542,18.66,84,84,14.34
297,Sakhipur,BD,2023-01-19 22:11:28,24.3,90.1833,55.72,49,0,4.76
298,Gouyave,GD,2023-01-19 22:11:28,12.1646,-61.7296,77.02,76,41,20.04
299,Saint-Raphael,HT,2023-01-19 22:11:29,19.4333,-72.2,72.28,68,0,6.73
300,Berdigestyakh,RU,2023-01-19 22:11:29,62.0989,126.6992,-65.47,100,80,1.41
301,Avera,US,2023-01-19 22:11:30,33.194,-82.5271,71.65,68,84,15.93
302,Saldanha,ZA,2023-01-19 22:11:30,-33.0117,17.9442,64.47,94,0,10.2
303,Baghdad,IQ,2023-01-19 22:11:31,33.3406,44.4009,54.64,60,0,7.23
304,Cervo,ES,2023-01-19 22:11:32,43.6702,-7.4101,53.96,88,99,12.24
305,Jackson,US,2023-01-19 22:09:20,42.4165,-122.8345,44.71,75,40,3.44
306,Pangnirtung,CA,2023-01-19 22:11:32,66.1451,-65.7125,-20.49,88,32,5.41
307,Vimperk,CZ,2023-01-19 22:11:33,49.0586,13.7829,29.32,91,100,2.48
308,Celestun,MX,2023-01-19 22:11:34,20.8667,-90.4,78.4,78,5,11.7
309,San Cristobal,VE,2023-01-19 22:11:13,7.7669,-72.225,75.38,56,84,2.21
310,Sydney,AU,2023-01-19 22:08:00,-33.8679,151.2073,65.32,89,75,17.27
311,Aripuana,BR,2023-01-19 22:08:09,-9.1667,-60.6333,74.05,96,100,2.66
312,Geraldton,AU,2023-01-19 22:11:35,-28.7667,114.6,66.61,88,0,0.0
313,Tiarei,PF,2023-01-19 22:11:35,-17.5333,-149.3333,87.82,76,6,16.37
314,Pisco,PE,2023-01-19 22:11:36,-13.7,-76.2167,75.25,73,0,25.32
315,Araouane,ML,2023-01-19 22:11:36,18.9048,-3.5265,68.83,18,6,6.64
316,Tura,IN,2023-01-19 22:11:37,25.5198,90.2201,52.43,66,0,3.51
317,Puerto Carreno,CO,2023-01-19 22:11:38,6.189,-67.4859,88.09,41,88,13.38
318,Bandundu,CD,2023-01-19 22:11:38,-3.3167,17.3667,74.41,85,93,2.26
319,Birnin Kebbi,NG,2023-01-19 22:11:38,12.4539,4.1975,75.0,16,0,9.66
320,Kahului,US,2023-01-19 22:11:39,20.8947,-156.47,82.42,67,40,4.61
321,Bandarbeyla,SO,2023-01-19 22:11:39,9.4942,50.8122,76.41,69,60,22.44
322,Serchhip,IN,2023-01-19 22:11:40,23.3,92.8333,41.83,61,2,3.15
323,Tucumcari,US,2023-01-19 22:11:40,35.1717,-103.725,49.95,29,0,4.61
324,Fortuna,US,2023-01-19 22:11:41,40.5982,-124.1573,51.66,74,75,6.91
325,Carutapera,BR,2023-01-19 22:11:41,-1.195,-46.02,73.35,94,93,2.77
326,Narrabri,AU,2023-01-19 22:11:42,-30.3167,149.7833,74.52,61,19,5.01
327,Murchison,NZ,2023-01-19 22:12:42,-41.8,172.3333,73.36,44,29,3.89
328,Comodoro Rivadavia,AR,2023-01-19 22:09:17,-45.8667,-67.5,74.75,58,70,5.28
329,Yanam,IN,2023-01-19 22:12:43,16.7333,82.2167,67.42,92,31,1.81
330,Ancud,CL,2023-01-19 22:10:54,-41.8697,-73.8203,64.02,73,94,8.48
331,Kavaratti,IN,2023-01-19 22:12:44,10.5669,72.642,79.48,70,5,6.35
332,At-Bashi,KG,2023-01-19 22:12:44,41.1702,75.8106,-7.31,49,0,2.71
333,Madaripur,BD,2023-01-19 22:12:45,23.1753,90.2072,56.7,44,18,7.83
334,Ust-Kuyga,RU,2023-01-19 22:12:45,70.0167,135.6,-37.26,98,70,5.48
335,Pacific Grove,US,2023-01-19 22:12:13,36.6177,-121.9166,56.88,68,0,11.99
336,Luwuk,ID,2023-01-19 22:12:46,-0.9516,122.7875,77.2,80,97,3.15
337,Makat,KZ,2023-01-19 22:12:46,47.6469,53.3463,21.61,66,0,8.41
338,Tondano,ID,2023-01-19 22:12:46,1.3038,124.9112,68.09,90,100,2.51
339,Caninde,BR,2023-01-19 22:12:47,-4.3589,-39.3117,75.78,82,69,1.54
340,Charlestown,AU,2023-01-19 22:09:25,-32.95,151.6667,67.73,95,88,5.99
341,San Miguel,SV,2023-01-19 22:12:48,13.4833,-88.1833,92.28,27,5,4.76
342,Helong,CN,2023-01-19 22:12:48,42.5397,128.9972,10.69,80,84,12.35
343,Port Hedland,AU,2023-01-19 22:12:49,-20.3167,118.5667,80.65,94,75,3.44
344,Khandyga,RU,2023-01-19 22:12:25,62.6667,135.6,-64.62,100,77,1.23
345,Talnakh,RU,2023-01-19 22:12:50,69.4865,88.3972,-29.81,86,3,6.53
346,Perth,AU,2023-01-19 22:12:50,-31.9333,115.8333,71.78,59,0,12.66
347,Iberia,US,2023-01-19 22:12:50,29.9502,-91.7507,71.67,26,0,9.22
348,Yunyang,CN,2023-01-19 22:12:51,33.4474,112.7142,33.76,42,19,8.16
349,Saint George,US,2023-01-19 22:11:01,37.1041,-113.5841,44.44,59,100,5.01
350,Ubate,CO,2023-01-19 22:12:52,5.3093,-73.8157,56.98,88,97,1.12
351,Ozernovskiy,RU,2023-01-19 22:12:52,51.5,156.5167,17.98,74,100,19.66
352,Ntungamo,UG,2023-01-19 22:12:53,-0.8833,29.65,68.7,70,80,2.13
353,Kosa,RU,2023-01-19 22:12:53,59.9445,54.9977,13.84,88,100,8.61
354,Aksha,RU,2023-01-19 22:12:54,50.2814,113.2867,-23.69,96,35,3.06
355,Veraval,IN,2023-01-19 22:12:54,20.9,70.3667,65.57,46,53,11.07
356,Katherine,AU,2023-01-19 22:12:55,-14.4667,132.2667,75.52,94,100,0.0
357,Coihaique,CL,2023-01-19 22:08:16,-45.5752,-72.0662,89.55,14,0,6.91
358,Ajaccio,FR,2023-01-19 22:12:55,42.0,8.9167,41.05,81,100,5.75
359,Nanortalik,GL,2023-01-19 22:12:56,60.1432,-45.2371,27.59,96,100,5.88
360,Rawson,AR,2023-01-19 22:12:56,-43.3002,-65.1023,87.48,34,45,22.12
361,Chake Chake,TZ,2023-01-19 22:12:57,-5.2459,39.7666,77.43,83,100,5.55
362,Egvekinot,RU,2023-01-19 22:12:57,66.3167,-179.1667,-27.65,87,76,8.79
363,Cedar City,US,2023-01-19 22:12:58,37.6775,-113.0619,29.37,74,100,14.97
364,Dingzhou,CN,2023-01-19 22:12:58,38.5131,114.9956,18.84,24,0,1.32
365,Bilibino,RU,2023-01-19 22:12:59,68.0546,166.4372,-29.78,98,100,2.82
366,Yenagoa,NG,2023-01-19 22:13:00,4.9247,6.2642,80.06,79,98,4.7
367,Bayanday,RU,2023-01-19 22:13:00,53.0661,105.5139,-10.32,98,100,3.0
368,Namibe,AO,2023-01-19 22:13:01,-15.1961,12.1522,72.91,81,99,7.67
369,Lamu,KE,2023-01-19 22:13:01,-2.2717,40.902,79.02,79,98,13.96
370,Iranshahr,IR,2023-01-19 22:13:02,27.2025,60.6848,51.94,57,0,4.7
371,Thompson,CA,2023-01-19 22:13:02,55.7435,-97.8558,11.48,97,84,3.09
372,Lazaro Cardenas,MX,2023-01-19 22:09:16,17.9583,-102.2,79.05,60,56,7.07
373,Constitucion,CL,2023-01-19 22:13:03,-35.3333,-72.4167,63.21,73,62,7.94
374,Zimovniki,RU,2023-01-19 22:13:03,47.1483,42.4633,32.23,77,2,13.33
375,Hamilton,US,2023-01-19 22:09:31,39.1834,-84.5333,51.19,76,75,23.02
376,Port Augusta,AU,2023-01-19 22:14:04,-32.5,137.7667,65.79,41,55,7.52
377,Placido De Castro,BR,2023-01-19 22:14:05,-10.3353,-67.1856,75.65,96,96,3.18
378,Santiago De Cao,PE,2023-01-19 22:14:05,-7.9589,-79.2392,71.73,83,100,9.22
379,Sungaipenuh,ID,2023-01-19 22:14:06,-2.0833,101.3833,62.2,95,97,2.42
380,Miri,MY,2023-01-19 22:14:07,4.4148,114.0089,75.63,93,94,3.91
381,Sennan,JP,2023-01-19 22:14:07,34.3582,135.2837,45.84,61,75,10.36
382,Salym,RU,2023-01-19 22:14:08,60.0625,71.4789,7.77,98,100,1.23
383,Monrovia,LR,2023-01-19 22:14:08,6.3005,-10.7969,78.57,88,29,7.23
384,Nouakchott,MR,2023-01-19 22:10:27,18.0858,-15.9785,67.93,69,1,14.94
385,Koryukivka,UA,2023-01-19 22:14:09,51.7688,32.2481,46.08,91,100,17.25
386,Krasnoselkup,RU,2023-01-19 22:14:09,65.7,82.4667,-29.47,87,23,7.83
387,Mount Gambier,AU,2023-01-19 22:14:10,-37.8333,140.7667,58.64,65,100,8.21
388,Seryshevo,RU,2023-01-19 22:14:11,51.0933,128.3786,-35.32,88,81,6.93
389,Balkanabat,TM,2023-01-19 22:14:11,39.5108,54.3671,33.57,55,0,2.24
390,Hualmay,PE,2023-01-19 22:14:11,-11.0964,-77.6139,72.57,74,76,8.7
391,Lucea,JM,2023-01-19 22:14:12,18.451,-78.1736,81.86,70,22,13.33
392,Broken Hill,AU,2023-01-19 22:14:12,-31.95,141.4333,63.0,36,2,14.5
393,Cabo Rojo,PR,2023-01-19 22:10:56,18.0866,-67.1457,79.25,67,30,7.87
394,Bow Island,CA,2023-01-19 22:14:13,49.8668,-111.3684,23.63,82,98,9.53
395,Paredon,MX,2023-01-19 22:14:14,16.0333,-93.8667,82.18,56,44,8.99
396,Kargopol,RU,2023-01-19 22:14:14,61.5071,38.9456,33.46,86,100,10.98
397,Kyshtovka,RU,2023-01-19 22:14:14,56.555,76.6271,-1.52,100,93,4.16
398,Ambilobe,MG,2023-01-19 22:14:15,-13.2,49.05,75.0,91,100,10.74
399,Laguna,US,2023-01-19 22:14:16,38.421,-121.4238,54.1,73,20,13.8
400,Bocaiuva,BR,2023-01-19 22:10:32,-17.1078,-43.815,71.42,83,65,3.87
401,Beira,MZ,2023-01-19 22:14:16,-19.8436,34.8389,78.62,85,36,4.97
402,Samarai,PG,2023-01-19 22:14:17,-10.6167,150.6667,80.85,79,99,8.34
403,Phan Thiet,VN,2023-01-19 22:14:17,10.9333,108.1,72.64,85,87,3.53
404,Misratah,LY,2023-01-19 22:14:18,32.3754,15.0925,56.01,53,7,21.59
405,Erzin,TR,2023-01-19 22:14:18,36.9559,36.2,53.11,72,6,5.14
406,Andros Town,BS,2023-01-19 22:14:19,24.7,-77.7667,75.16,59,4,11.23
407,Northam,GB,2023-01-19 22:14:19,51.0333,-4.2167,42.62,76,8,9.19
408,Wellington,NZ,2023-01-19 22:14:20,-41.2866,174.7756,72.59,75,40,20.71
409,Ulaangom,MN,2023-01-19 22:14:20,49.9811,92.0667,-6.63,84,75,2.93
410,Abu Dhabi,AE,2023-01-19 22:10:18,24.4667,54.3667,64.96,68,0,10.07
411,Bayreuth,DE,2023-01-19 22:13:48,49.9481,11.5783,31.51,96,100,2.51
412,Alenquer,BR,2023-01-19 22:14:21,-1.9417,-54.7383,77.25,77,21,6.13
413,Charleville,AU,2023-01-19 22:14:22,-26.4,146.25,79.47,51,0,11.7
414,Verkhnyaya Inta,RU,2023-01-19 22:14:22,65.9811,60.3094,18.93,91,100,4.92
415,Obsharovka,RU,2023-01-19 22:14:23,53.125,48.8531,-0.92,95,6,3.96
416,Sitka,US,2023-01-19 22:14:23,57.0531,-135.33,42.69,81,100,10.36
417,Hami,CN,2023-01-19 22:14:24,42.8,93.45,15.21,51,5,4.14
418,Vaitape,PF,2023-01-19 22:14:24,-16.5167,-151.75,80.6,75,10,17.58
419,Diamantino,BR,2023-01-19 22:12:48,-14.4086,-56.4461,75.97,77,73,1.25
420,Zeya,RU,2023-01-19 22:14:26,53.75,127.2667,-43.17,89,63,4.29
421,Sao Joao Da Barra,BR,2023-01-19 22:14:26,-21.6403,-41.0511,78.89,86,85,11.21
422,Bonavista,CA,2023-01-19 22:15:27,48.6499,-53.1147,32.76,96,100,14.5
423,Bathsheba,BB,2023-01-19 22:15:27,13.2167,-59.5167,79.41,65,20,19.57
424,Comrat,MD,2023-01-19 22:15:28,46.3003,28.6572,54.5,73,87,18.01
425,Sept-Iles,CA,2023-01-19 22:15:30,50.2001,-66.3821,25.05,70,98,11.5
426,Vodstroy,RU,2023-01-19 22:15:31,48.8416,44.5579,17.89,79,0,11.18
427,Teguise,ES,2023-01-19 22:15:32,29.0605,-13.564,59.22,67,20,21.85
428,Lompoc,US,2023-01-19 22:15:32,34.6391,-120.4579,59.02,75,87,5.01
429,Georgetown,MY,2023-01-19 22:15:10,5.4112,100.3354,80.53,69,20,2.3
430,Kalmunai,LK,2023-01-19 22:15:33,7.4167,81.8167,76.8,59,85,11.16
431,Matagami,CA,2023-01-19 22:15:33,49.7502,-77.6328,11.89,94,100,8.08
432,Mackenzie,CA,2023-01-19 22:15:34,55.2999,-123.1698,26.82,80,100,9.22
433,Cam Ranh,VN,2023-01-19 22:15:34,11.9214,109.1591,75.16,69,75,16.11
434,Nemuro,JP,2023-01-19 22:14:28,43.3236,145.575,28.08,95,100,21.99
435,Aitape,PG,2023-01-19 22:15:35,-3.1374,142.3475,78.91,81,100,4.41
436,Camaguey,CU,2023-01-19 22:15:35,21.3808,-77.9169,82.74,54,40,14.97
437,Odoyev,RU,2023-01-19 22:15:36,53.9393,36.6864,37.54,88,100,17.11
438,Honiara,SB,2023-01-19 22:15:32,-9.4333,159.95,82.78,76,100,5.17
439,Siparia,TT,2023-01-19 22:15:37,10.1333,-61.5,76.82,76,32,12.35
440,Kerchevskiy,RU,2023-01-19 22:15:37,59.946,56.2884,6.69,93,100,7.61
441,Catio,GW,2023-01-19 22:15:38,11.2833,-15.25,74.3,67,36,5.46
442,Sterling,US,2023-01-19 22:11:19,39.0062,-77.4286,44.91,91,100,5.99
443,Cerrito,CO,2023-01-19 22:11:46,6.8432,-72.694,56.66,84,83,2.21
444,Bandar-E Lengeh,IR,2023-01-19 22:15:39,26.5579,54.8807,66.18,61,0,5.59
445,Tazovskiy,RU,2023-01-19 22:15:39,67.4667,78.7,-26.03,91,22,8.28
446,Storebo,NO,2023-01-19 22:15:40,60.0948,5.2271,31.26,90,8,5.17
447,Yumen,CN,2023-01-19 22:15:40,40.2833,97.2,9.81,59,0,20.2
448,Sorland,NO,2023-01-19 22:15:41,67.667,12.6934,37.26,82,100,21.68
449,Grand Gaube,MU,2023-01-19 22:15:41,-20.0064,57.6608,77.4,89,100,5.99
450,Manuk Mangkaw,PH,2023-01-19 22:15:42,4.8,119.85,80.96,75,91,5.99
451,Dalvik,IS,2023-01-19 22:15:42,65.9702,-18.5286,10.33,80,100,8.88
452,Zuya,UA,2023-01-19 22:15:43,45.0531,34.3154,50.63,52,14,8.93
453,Naliya,IN,2023-01-19 22:15:43,23.2667,68.8333,57.78,49,9,18.12
454,Pangoa,PE,2023-01-19 22:15:44,-12.1167,-73.0,69.96,92,97,2.01
455,Ilhabela,BR,2023-01-19 22:11:53,-23.7781,-45.3581,76.15,88,70,4.9
456,Murray Bridge,AU,2023-01-19 22:15:45,-35.1167,139.2667,60.12,61,78,7.81
457,Ilulissat,GL,2023-01-19 22:15:45,69.2167,-51.1,-35.97,76,1,5.88
458,Wanning,CN,2023-01-19 22:15:46,18.8003,110.3967,59.52,84,84,10.47
459,Dzilam Gonzalez,MX,2023-01-19 22:15:46,21.2833,-88.9333,83.53,63,99,4.05
460,Rawah,IQ,2023-01-19 22:15:47,34.4816,41.9093,52.68,69,0,4.92
461,Liku,ID,2023-01-19 22:15:47,-0.7275,119.8922,73.76,94,100,1.63
462,Camacha,PT,2023-01-19 22:15:48,33.0833,-16.3333,56.62,72,75,10.36
463,Santa Cruz De La Palma,ES,2023-01-19 22:15:48,28.6835,-17.7642,63.14,77,75,21.85
464,Asau,RO,2023-01-19 22:15:49,46.4333,26.4,45.52,80,98,3.98
465,Sile,TR,2023-01-19 22:15:49,41.1754,29.6133,57.87,55,3,1.01
466,Mitrofanovka,RU,2023-01-19 22:15:49,49.9708,39.6939,31.28,85,81,14.16
467,Puerto Madero,MX,2023-01-19 22:15:50,14.7208,-92.4215,84.4,58,20,9.22
468,Marzuq,YE,2023-01-19 22:15:50,14.4,46.4667,57.78,61,29,2.51
469,Ayan,RU,2023-01-19 22:15:51,56.45,138.1667,-27.65,75,96,10.09
470,Mantua,IT,2023-01-19 22:16:51,45.1667,10.7833,38.98,93,99,1.01
471,Conceicao Da Barra,BR,2023-01-19 22:16:52,-18.5933,-39.7322,75.96,83,32,6.33
472,Chimbote,PE,2023-01-19 22:16:52,-9.0853,-78.5783,73.04,69,93,7.63
473,San Patricio,US,2023-01-19 22:16:53,28.017,-97.5169,75.29,22,50,10.09
474,Zhob,PK,2023-01-19 22:16:53,31.3411,69.4481,38.14,88,99,2.17
475,Ramgarh,IN,2023-01-19 22:16:54,23.6333,85.5167,57.25,29,1,3.24
476,Caravelas,BR,2023-01-19 22:16:54,-17.7125,-39.2481,76.41,83,54,5.41
477,Abu Samrah,SY,2023-01-19 22:16:54,35.3029,37.1841,50.31,67,0,5.97
478,Filadelfia,US,2023-01-19 22:16:48,39.9523,-75.1638,45.23,93,100,13.8
479,Ulundi,ZA,2023-01-19 22:16:55,-28.3352,31.4162,70.83,98,50,2.73
480,Aztec,US,2023-01-19 22:16:56,36.8222,-107.9929,35.01,66,88,6.24
481,Tupik,RU,2023-01-19 22:16:56,54.4253,119.9327,-52.17,100,80,1.25
482,Kiruna,SE,2023-01-19 22:16:57,67.8557,20.2251,9.52,85,0,6.91
483,Camopi,GF,2023-01-19 22:16:57,3.1655,-52.3158,72.32,98,40,2.66
484,Adrar,MR,2023-01-19 22:16:57,20.5022,-10.0711,64.35,35,17,8.63
485,Marrakesh,MA,2023-01-19 22:12:49,31.6315,-8.0083,51.87,58,0,8.05
486,Axim,GH,2023-01-19 22:16:59,4.8699,-2.2405,80.1,84,66,7.74
487,Along,IN,2023-01-19 22:16:59,28.1667,94.7667,45.34,68,39,1.9
488,Rio Gallegos,AR,2023-01-19 22:17:00,-51.6226,-69.2181,69.85,43,75,29.93
489,Ulverstone,AU,2023-01-19 22:17:00,-41.15,146.1667,66.22,66,15,5.28
490,Nambutalai,IN,2023-01-19 22:17:01,9.7167,79.0,70.79,76,30,10.4
491,Terra Santa,BR,2023-01-19 22:17:01,-2.1042,-56.4869,75.22,93,94,2.37
492,Chhindwara,IN,2023-01-19 22:17:02,22.0667,78.9333,59.54,60,38,2.93
493,Dukat,RU,2023-01-19 22:17:02,62.55,155.55,-34.69,96,100,5.44
494,Mehamn,NO,2023-01-19 22:17:03,71.0357,27.8492,26.55,74,0,8.05
495,Mogadishu,SO,2023-01-19 22:17:04,2.0371,45.3438,77.36,82,85,21.34
496,Copala,MX,2023-01-19 22:17:04,16.65,-98.9833,80.62,61,66,7.7
497,Winnemucca,US,2023-01-19 22:17:04,40.973,-117.7357,30.25,69,75,17.27
498,Concordia,AR,2023-01-19 22:13:42,-31.393,-58.0209,98.67,32,40,11.5
499,Alice Springs,AU,2023-01-19 22:15:10,-23.7,133.8833,71.15,49,5,5.75
500,Johor Bahru,MY,2023-01-19 22:17:06,1.4655,103.7578,78.15,83,75,4.61
501,Alta Floresta,BR,2023-01-19 22:17:07,-9.8756,-56.0861,71.47,95,81,6.85
502,Imeni Poliny Osipenko,RU,2023-01-19 22:17:07,52.4201,136.4853,-20.52,97,100,8.63
503,Odienne,CI,2023-01-19 22:17:08,9.51,-7.5692,77.14,15,10,2.98
504,Miquelon,PM,2023-01-19 22:17:08,47.0975,-56.3814,35.6,92,88,8.32
505,Gayny,RU,2023-01-19 22:17:09,60.3071,54.3241,15.91,87,100,6.91
506,Candelaria,PH,2023-01-19 22:17:09,13.9311,121.4233,74.62,92,98,10.27
507,Hobyo,SO,2023-01-19 22:17:09,5.3505,48.5268,76.5,78,54,21.99
508,Bol,TD,2023-01-19 22:17:10,13.4586,14.7147,73.08,41,2,12.06
509,Canguaretama,BR,2023-01-19 22:17:10,-6.38,-35.1289,77.7,82,56,8.43
510,Morecambe,GB,2023-01-19 22:14:22,54.0684,-2.8611,41.0,92,24,4.0
511,Ocos,GT,2023-01-19 22:17:11,14.5094,-92.1933,84.38,65,0,11.05
512,Ekhabi,RU,2023-01-19 22:17:12,53.5102,142.9671,-31.02,94,55,10.56
513,Talakan,RU,2023-01-19 22:12:21,50.3167,130.3667,-26.59,98,99,4.56
514,Kitui,KE,2023-01-19 22:18:13,-1.367,38.0106,65.3,60,81,3.2
515,Bayshore Gardens,US,2023-01-19 22:18:14,27.4253,-82.5904,77.11,65,20,14.97
516,Shache,CN,2023-01-19 22:16:11,38.4167,77.2406,1.33,97,95,2.84
517,Inirida,CO,2023-01-19 22:18:14,3.8653,-67.9239,78.78,78,98,3.09
518,Hithadhoo,MV,2023-01-19 22:18:15,-0.6,73.0833,80.19,79,97,12.26
519,Hukuntsi,BW,2023-01-19 22:18:16,-24.0,21.75,78.1,43,66,7.63
520,Pevek,RU,2023-01-19 22:18:16,69.7008,170.3133,-18.81,93,100,15.17
521,Masallatah,LY,2023-01-19 22:18:17,32.6167,14.0,50.72,54,27,16.93
522,Gao,ML,2023-01-19 22:17:01,16.6362,1.637,69.69,13,0,11.14
523,Nhamunda,BR,2023-01-19 22:18:17,-2.1861,-56.7131,74.89,94,75,1.72
524,Manzanillo,CU,2023-01-19 22:18:18,20.3433,-77.1167,80.62,50,6,9.64
525,Balkhash,KZ,2023-01-19 22:18:18,46.844,74.9804,3.63,75,0,7.43
526,Sao Jose Da Coroa Grande,BR,2023-01-19 22:18:19,-8.8978,-35.1478,78.33,80,100,7.09
527,Menongue,AO,2023-01-19 22:18:19,-14.6585,17.691,63.03,92,99,2.19
528,Polewali,ID,2023-01-19 22:18:20,-3.4324,119.3435,75.47,89,99,3.02
529,Hanzhong,CN,2023-01-19 22:18:21,33.0728,107.0303,35.82,52,94,0.63
530,Boguchany,RU,2023-01-19 22:18:21,58.3814,97.4531,-29.63,93,100,6.69
531,Baijiantan,CN,2023-01-19 22:18:21,45.6333,85.1833,-8.95,98,36,3.36
532,Deniliquin,AU,2023-01-19 22:18:22,-35.5333,144.9667,64.06,56,0,7.56
533,Mawlaik,MM,2023-01-19 22:18:22,23.6333,94.4167,50.52,56,4,1.45
534,Zhezkazgan,KZ,2023-01-19 22:18:23,47.8043,67.7144,1.47,64,68,8.48
535,Stornoway,GB,2023-01-19 22:18:24,58.2093,-6.3865,34.03,89,20,2.3
536,Kazachinskoye,RU,2023-01-19 22:18:24,57.6953,93.2761,-12.24,98,100,8.32
537,Kumluca,TR,2023-01-19 22:18:25,36.3703,30.2869,56.07,76,1,4.85
538,Narsaq,GL,2023-01-19 22:18:25,60.9167,-46.05,26.82,95,100,4.85
539,Skjervoy,NO,2023-01-19 22:18:26,70.0311,20.9714,28.4,62,64,9.89
540,Vallenar,CL,2023-01-19 22:18:27,-28.5708,-70.7581,78.8,41,0,7.54
541,Vila,PT,2023-01-19 22:18:27,42.0304,-8.1588,45.48,96,100,9.37
542,Mehriz,IR,2023-01-19 22:18:28,31.5917,54.4318,30.7,70,2,3.58
543,Francisco Sa,BR,2023-01-19 22:18:28,-16.4758,-43.4883,78.94,84,49,3.69
544,Sao Miguel Do Iguacu,BR,2023-01-19 22:18:29,-25.3481,-54.2378,86.88,59,31,3.83
545,Esperance,AU,2023-01-19 22:18:29,-33.8667,121.9,59.23,80,0,10.09
546,Sabya,SA,2023-01-19 22:18:30,17.1495,42.6254,78.42,73,9,2.62
547,Asahikawa,JP,2023-01-19 22:18:30,43.7678,142.3703,18.61,93,75,3.44
548,Ketchikan,US,2023-01-19 22:18:29,55.3422,-131.6461,43.27,87,100,18.41
549,Verkhoyansk,RU,2023-01-19 22:18:31,67.5447,133.385,-51.43,100,98,1.81
550,Sinnamary,GF,2023-01-19 22:18:31,5.3833,-52.95,75.99,84,86,7.23
551,Aswan,EG,2023-01-19 22:18:32,24.0934,32.907,63.28,46,0,8.19
552,Barreiras,BR,2023-01-19 22:17:34,-12.1528,-44.99,70.56,95,100,4.83
553,Souillac,MU,2023-01-19 22:18:33,-20.5167,57.5167,77.38,94,75,6.91
554,Dalbandin,PK,2023-01-19 22:18:33,28.8947,64.4101,41.58,72,25,5.5
555,Sakakah,SA,2023-01-19 22:16:50,29.9697,40.2064,49.57,57,0,7.43
556,Burgeo,CA,2023-01-19 22:15:29,47.6167,-57.6152,35.6,98,100,5.77
557,Natal,BR,2023-01-19 22:13:43,-5.795,-35.2094,77.65,88,40,3.44
558,Termoli,IT,2023-01-19 22:13:57,41.9888,14.9895,45.79,55,100,15.66
559,Moindou,NC,2023-01-19 22:18:35,-21.6924,165.677,79.09,66,52,5.26
560,Henties Bay,NA,2023-01-19 22:19:35,-22.116,14.2845,65.61,88,78,5.93
561,Tirumullaivasal,IN,2023-01-19 22:19:36,11.2333,79.8333,74.68,70,99,9.98
562,Suraabad,AZ,2023-01-19 22:19:36,40.8192,49.4687,43.5,80,83,6.98
563,Opuwo,NA,2023-01-19 22:19:37,-18.0607,13.84,69.28,78,98,6.35
564,Moissala,TD,2023-01-19 22:19:37,8.3404,17.7663,77.02,21,50,5.48
565,Mutsu,JP,2023-01-19 22:19:38,41.2894,141.2169,33.57,79,12,9.04
566,Belyy Yar,RU,2023-01-19 22:19:38,53.6039,91.3903,13.89,74,40,8.95
567,Poum,NC,2023-01-19 22:19:38,-20.2333,164.0167,79.29,77,100,18.39
568,Gushikawa,JP,2023-01-19 22:19:39,26.3544,127.8686,60.03,87,75,0.0
569,Kenai,US,2023-01-19 22:19:39,60.5544,-151.2583,31.14,79,75,16.11
570,Saint-Georges,GD,2023-01-19 22:19:40,12.0564,-61.7485,76.95,78,44,16.98
571,Churapcha,RU,2023-01-19 22:19:40,62.0025,132.4325,-65.49,100,86,1.45
572,Lagoa,PT,2023-01-19 22:19:41,39.05,-27.9833,57.0,74,58,13.82
573,Tunceli,TR,2023-01-19 22:19:41,39.1083,39.5471,40.93,57,7,4.52
574,Zhigalovo,RU,2023-01-19 22:19:42,54.8097,105.1578,-19.77,98,100,2.04
575,Magrath,CA,2023-01-19 22:19:42,49.4167,-112.8686,37.54,55,55,10.36
576,Brae,GB,2023-01-19 22:19:43,60.3964,-1.353,40.98,74,77,22.59
